id,text,category,severity,is_cybercrime,timestamp,word_count,char_count,contains_urls,contains_money_terms,contains_urgency,threat_level
financial_fraud_024,Crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-03-12 20:23:22.053985,7,48,False,True,False,8.0
financial_fraud_025,"foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2026-01-12 20:23:22.053985,8,48,False,False,False,7.0
financial_fraud_026,PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-06-26 20:23:22.053985,7,50,False,True,False,8.0
financial_fraud_027,Can u transfer money to this account for investment opportunity,financial_fraud,high,True,2025-11-24 20:23:22.053985,10,63,False,True,False,8.0
financial_fraud_028,Investment scheme with 500% returns guaranteed,financial_fraud,high,True,2025-02-28 20:23:22.053985,6,46,False,False,False,7.0
financial_fraud_029,URGENT: Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-03-03 20:23:22.053985,7,56,False,True,True,9.0
financial_fraud_030,Need your bank details for international £300 transfer,financial_fraud,high,True,2026-01-31 20:23:22.053985,8,54,False,True,False,8.0
financial_fraud_031,PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-06-17 20:23:22.053985,7,50,False,True,False,8.0
financial_fraud_032,"GOVERNMENT REFUND AVAILABLE, SEND PERSONAL DETAILS",financial_fraud,high,True,2025-06-29 20:23:22.053985,6,50,False,False,False,8.0
financial_fraud_033,paypal payment required to unlock your inheritance,financial_fraud,high,True,2025-08-25 20:23:22.053985,7,50,False,True,False,8.0
financial_fraud_034,Investment scheme with 500% returns guaranteed,financial_fraud,high,True,2025-06-06 20:23:22.053985,6,46,False,False,False,7.0
financial_fraud_035,"Government refund available, send personal details",financial_fraud,high,True,2025-07-31 20:23:22.053985,6,50,False,False,False,7.0
financial_fraud_036,CASH ADVANCE REQUIRED FOR REAL ESTATE INVESTMENT,financial_fraud,high,True,2026-01-04 20:23:22.053985,7,48,False,True,False,9.0
financial_fraud_037,Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-02-04 20:23:22.053985,6,48,False,True,False,8.0
financial_fraud_038,PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-08-08 20:23:22.053985,7,50,False,True,False,8.0
financial_fraud_039,Crypto payment needed for exclusive trading tips!!,financial_fraud,high,True,2025-04-21 20:23:22.053985,7,50,False,True,False,8.5
financial_fraud_040,Investment scheme with 500% returns guaranteed Please respond ASAP,financial_fraud,high,True,2025-10-25 20:23:22.053985,9,66,False,False,True,8.0
financial_fraud_041,Cash advance required for real estate investment,financial_fraud,high,True,2025-10-06 20:23:22.053985,7,48,False,True,False,8.0
financial_fraud_042,I need you to send $500 to help with my emergency,financial_fraud,high,True,2025-05-10 20:23:22.053985,11,49,False,True,True,9.0
financial_fraud_043,Nigerian prince needs help transferring millions!!,financial_fraud,high,True,2025-02-02 20:23:22.053985,6,50,False,True,False,8.5
financial_fraud_044,WIRE TRANSFER NEEDED FOR BUSINESS PARTNERSHIP,financial_fraud,high,True,2025-07-27 20:23:22.053985,6,45,False,True,False,9.0
financial_fraud_045,Nigerian prince needs help transferring millions Please respond ASAP,financial_fraud,high,True,2025-11-25 20:23:22.053985,9,68,False,True,True,9.0
financial_fraud_046,URGENT: Crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-10-14 20:23:22.053985,8,56,False,True,True,9.0
financial_fraud_047,NIGERIAN PRINCE NEEDS HELP TRANSFERRING MILLIONS,financial_fraud,high,True,2025-08-26 20:23:22.053985,6,48,False,True,False,9.0
financial_fraud_048,Send bitcoin to this address for guaranteed returns,financial_fraud,high,True,2025-07-15 20:23:22.053985,8,51,False,True,False,8.0
financial_fraud_049,Send $500 through MoneyGram for urgent medical bills,financial_fraud,high,True,2025-05-15 20:23:22.053985,8,52,False,True,True,9.0
financial_fraud_050,Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-11-12 20:23:22.053985,7,52,False,True,False,8.0
financial_fraud_051,Need your bank details for international €200 transfer,financial_fraud,high,True,2025-10-27 20:23:22.053985,8,54,False,True,False,8.0
financial_fraud_052,"Quick loan available, just send processing fee first Please respond ASAP",financial_fraud,high,True,2025-04-07 20:23:22.053985,11,72,False,False,True,8.0
financial_fraud_053,"Hey, Send money through MoneyGram for urgent medical bills",financial_fraud,high,True,2025-05-21 20:23:22.053985,9,58,False,True,True,9.0
financial_fraud_054,nigerian prince needs help transferring millions,financial_fraud,high,True,2025-11-26 20:23:22.053985,6,48,False,True,False,8.0
financial_fraud_055,Need your bank details for international $100 transfer,financial_fraud,high,True,2025-06-07 20:23:22.053985,8,54,False,True,False,8.0
financial_fraud_056,Can you transfer £300 to this account for investment opportunity,financial_fraud,high,True,2025-02-25 20:23:22.053985,10,64,False,True,False,8.0
financial_fraud_057,crypto payment needed for exclusive trading tips,financial_fraud,high,True,2026-01-08 20:23:22.053985,7,48,False,True,False,8.0
financial_fraud_058,"Hey, Nigerian prince needs help transferring millions",financial_fraud,high,True,2025-08-13 20:23:22.053985,7,53,False,True,False,8.0
financial_fraud_059,I need you to send $500 to help with my emergency,financial_fraud,high,True,2025-10-25 20:23:22.053985,11,49,False,True,True,9.0
financial_fraud_060,Wire transfer needed for business partnership Please respond ASAP,financial_fraud,high,True,2025-09-16 20:23:22.053985,9,65,False,True,True,9.0
financial_fraud_061,Nigerian prince needs help transferring millions!!,financial_fraud,high,True,2025-06-12 20:23:22.053985,6,50,False,True,False,8.5
financial_fraud_062,Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-04-08 20:23:22.053985,6,48,False,True,False,8.0
financial_fraud_063,Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-11-27 20:23:22.053985,7,52,False,True,False,8.0
financial_fraud_064,Western Union transfer required for lottery winnings,financial_fraud,high,True,2026-01-17 20:23:22.053985,7,52,False,True,False,8.0
financial_fraud_065,Send £300 through MoneyGram for urgent medical bills,financial_fraud,high,True,2025-12-23 20:23:22.053985,8,52,False,True,True,9.0
financial_fraud_066,"Foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2025-06-07 20:23:22.053985,8,48,False,False,False,7.0
financial_fraud_067,"Quick loan available, just send processing fee first",financial_fraud,high,True,2025-07-10 20:23:22.054984,8,52,False,False,False,7.0
financial_fraud_068,Investment scheme with 500% returns guaranteed Please respond ASAP,financial_fraud,high,True,2025-10-20 20:23:22.054984,9,66,False,False,True,8.0
financial_fraud_069,Investment scheme with 500% returns guaranteed Please respond ASAP,financial_fraud,high,True,2025-02-04 20:23:22.054984,9,66,False,False,True,8.0
financial_fraud_070,I need you to send $500 to help with my emergency!!,financial_fraud,high,True,2025-03-05 20:23:22.054984,11,51,False,True,True,9.5
financial_fraud_071,Crypto payment needed for exclusive trading tips Please respond ASAP,financial_fraud,high,True,2025-10-20 20:23:22.054984,10,68,False,True,True,9.0
financial_fraud_072,western union transfer required for lottery winnings,financial_fraud,high,True,2025-08-12 20:23:22.054984,7,52,False,True,False,8.0
financial_fraud_073,Need your bank details for international £300 transfer,financial_fraud,high,True,2025-09-28 20:23:22.054984,8,54,False,True,False,8.0
financial_fraud_074,SEND BITCOIN TO THIS ADDRESS FOR GUARANTEED RETURNS,financial_fraud,high,True,2025-08-06 20:23:22.054984,8,51,False,True,False,9.0
financial_fraud_075,Wire transfer needed for business partnership,financial_fraud,high,True,2025-10-05 20:23:22.054984,6,45,False,True,False,8.0
financial_fraud_076,I NEED YOU TO SEND $500 TO HELP WITH MY EMERGENCY,financial_fraud,high,True,2026-01-22 20:23:22.054984,11,49,False,True,True,10.0
financial_fraud_077,CRYPTO PAYMENT NEEDED FOR EXCLUSIVE TRADING TIPS,financial_fraud,high,True,2025-10-02 20:23:22.054984,7,48,False,True,False,9.0
financial_fraud_078,"Quick loan available, just send processing fee first",financial_fraud,high,True,2025-03-09 20:23:22.054984,8,52,False,False,False,7.0
financial_fraud_079,Can you transfer money to this account for investment opportunity!!,financial_fraud,high,True,2025-05-01 20:23:22.054984,10,67,False,True,False,8.5
financial_fraud_080,URGENT: PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-02-15 20:23:22.054984,8,58,False,True,True,9.0
financial_fraud_081,"Hey, Investment scheme with 500% returns guaranteed",financial_fraud,high,True,2025-03-20 20:23:22.054984,7,51,False,False,False,7.0
financial_fraud_082,"URGENT: Government refund available, send personal details",financial_fraud,high,True,2025-05-29 20:23:22.054984,7,58,False,False,True,8.0
financial_fraud_083,URGENT: Can you transfer money to this account for investment opportunity,financial_fraud,high,True,2025-03-11 20:23:22.054984,11,73,False,True,True,9.0
financial_fraud_084,"QUICK LOAN AVAILABLE, JUST SEND PROCESSING FEE FIRST",financial_fraud,high,True,2025-08-09 20:23:22.054984,8,52,False,False,False,8.0
financial_fraud_085,Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-09-15 20:23:22.054984,7,52,False,True,False,8.0
financial_fraud_086,Investment scheme with 500% returns guaranteed Please respond ASAP,financial_fraud,high,True,2025-09-19 20:23:22.054984,9,66,False,False,True,8.0
financial_fraud_087,Need your bank details for international €200 transfer,financial_fraud,high,True,2025-06-03 20:23:22.054984,8,54,False,True,False,8.0
financial_fraud_088,PayPal payment required to unlock ur inheritance,financial_fraud,high,True,2025-08-29 20:23:22.054984,7,48,False,True,False,8.0
financial_fraud_089,"Quick loan available, just send processing fee first",financial_fraud,high,True,2025-08-11 20:23:22.054984,8,52,False,False,False,7.0
financial_fraud_090,Cash advance required for real estate investment,financial_fraud,high,True,2025-10-24 20:23:22.054984,7,48,False,True,False,8.0
financial_fraud_091,"quick loan available, just send processing fee first",financial_fraud,high,True,2025-12-02 20:23:22.054984,8,52,False,False,False,7.0
financial_fraud_092,Cash advance required for real estate investment,financial_fraud,high,True,2025-12-04 20:23:22.054984,7,48,False,True,False,8.0
financial_fraud_093,"Hey, PayPal payment required to unlock your inheritance",financial_fraud,high,True,2025-08-21 20:23:22.054984,8,55,False,True,False,8.0
financial_fraud_094,"FOREIGN LOTTERY WINNER, PAY TAXES TO CLAIM PRIZE",financial_fraud,high,True,2025-12-27 20:23:22.054984,8,48,False,False,False,8.0
financial_fraud_095,"Foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2026-01-12 20:23:22.054984,8,48,False,False,False,7.0
financial_fraud_096,"GOVERNMENT REFUND AVAILABLE, SEND PERSONAL DETAILS",financial_fraud,high,True,2025-02-04 20:23:22.054984,6,50,False,False,False,8.0
financial_fraud_097,"Hey, Crypto payment needed for exclusive trading tips",financial_fraud,high,True,2025-03-04 20:23:22.054984,8,53,False,True,False,8.0
financial_fraud_098,"Hey, Investment scheme with 500% returns guaranteed",financial_fraud,high,True,2025-10-21 20:23:22.054984,7,51,False,False,False,7.0
financial_fraud_099,"government refund available, send personal details",financial_fraud,high,True,2025-08-31 20:23:22.054984,6,50,False,False,False,7.0
financial_fraud_100,Need your bank details for international money transfer,financial_fraud,high,True,2025-05-30 20:23:22.054984,8,55,False,True,False,8.0
financial_fraud_101,Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-11-11 20:23:22.054984,6,48,False,True,False,8.0
financial_fraud_102,"Foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2026-01-27 20:23:22.054984,8,48,False,False,False,7.0
financial_fraud_103,URGENT: Investment scheme with 500% returns guaranteed,financial_fraud,high,True,2025-05-08 20:23:22.054984,7,54,False,False,True,8.0
financial_fraud_104,"Foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2025-10-29 20:23:22.054984,8,48,False,False,False,7.0
financial_fraud_105,Need your bank details for international $1000 transfer,financial_fraud,high,True,2025-02-12 20:23:22.054984,8,55,False,True,False,8.0
financial_fraud_106,Can you transfer money to this account for investment opportunity,financial_fraud,high,True,2025-06-01 20:23:22.054984,10,65,False,True,False,8.0
financial_fraud_107,"GOVERNMENT REFUND AVAILABLE, SEND PERSONAL DETAILS",financial_fraud,high,True,2025-08-07 20:23:22.054984,6,50,False,False,False,8.0
financial_fraud_108,Need your bank details for international $1000 transfer,financial_fraud,high,True,2025-11-20 20:23:22.054984,8,55,False,True,False,8.0
financial_fraud_109,"Government refund available, send personal details",financial_fraud,high,True,2025-12-13 20:23:22.054984,6,50,False,False,False,7.0
financial_fraud_110,Send money through MoneyGram for urgent medical bills,financial_fraud,high,True,2025-08-29 20:23:22.054984,8,53,False,True,True,9.0
financial_fraud_111,Wire transfer needed for business partnership,financial_fraud,high,True,2025-12-26 20:23:22.054984,6,45,False,True,False,8.0
financial_fraud_112,"URGENT: Foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2025-06-15 20:23:22.054984,9,56,False,False,True,8.0
financial_fraud_113,cash advance required for real estate investment,financial_fraud,high,True,2025-11-12 20:23:22.054984,7,48,False,True,False,8.0
financial_fraud_114,Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-07-26 20:23:22.055983,6,48,False,True,False,8.0
financial_fraud_115,Send bitcoin to this address for guaranteed returns Please respond ASAP,financial_fraud,high,True,2025-12-13 20:23:22.055983,11,71,False,True,True,9.0
financial_fraud_116,Can you transfer money to this account for investment opportunity,financial_fraud,high,True,2025-06-17 20:23:22.055983,10,65,False,True,False,8.0
financial_fraud_117,Wire transfer needed for business partnership,financial_fraud,high,True,2025-11-20 20:23:22.055983,6,45,False,True,False,8.0
financial_fraud_118,send money through moneygram for urgent medical bills,financial_fraud,high,True,2025-08-17 20:23:22.055983,8,53,False,True,True,9.0
financial_fraud_119,Send money through MoneyGram for urgent medical bills,financial_fraud,high,True,2025-07-09 20:23:22.055983,8,53,False,True,True,9.0
financial_fraud_120,"Foreign lottery winner, pay taxes to claim prize Please respond ASAP",financial_fraud,high,True,2025-07-02 20:23:22.055983,11,68,False,False,True,8.0
financial_fraud_121,Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-05-09 20:23:22.055983,6,48,False,True,False,8.0
financial_fraud_122,Need your bank details for international £300 transfer,financial_fraud,high,True,2025-11-26 20:23:22.055983,8,54,False,True,False,8.0
financial_fraud_123,URGENT: I need you to send $500 to help with my emergency,financial_fraud,high,True,2026-01-21 20:23:22.055983,12,57,False,True,True,9.0
financial_fraud_124,"Foreign lottery winner, pay taxes to claim prize Please respond ASAP",financial_fraud,high,True,2025-03-17 20:23:22.055983,11,68,False,False,True,8.0
financial_fraud_125,Need your bank details for international $500 transfer,financial_fraud,high,True,2026-01-31 20:23:22.055983,8,54,False,True,False,8.0
financial_fraud_126,NIGERIAN PRINCE NEEDS HELP TRANSFERRING MILLIONS,financial_fraud,high,True,2025-10-17 20:23:22.055983,6,48,False,True,False,9.0
financial_fraud_127,Need your bank details for international money transfer!!,financial_fraud,high,True,2025-05-16 20:23:22.055983,8,57,False,True,False,8.5
financial_fraud_128,"foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2025-12-02 20:23:22.055983,8,48,False,False,False,7.0
financial_fraud_129,Send $100 through MoneyGram for urgent medical bills,financial_fraud,high,True,2025-03-17 20:23:22.055983,8,52,False,True,True,9.0
financial_fraud_130,"Government refund available, send personal details",financial_fraud,high,True,2025-06-11 20:23:22.055983,6,50,False,False,False,7.0
financial_fraud_131,Crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-09-01 20:23:22.055983,7,48,False,True,False,8.0
financial_fraud_132,NIGERIAN PRINCE NEEDS HELP TRANSFERRING MILLIONS,financial_fraud,high,True,2025-11-14 20:23:22.055983,6,48,False,True,False,9.0
financial_fraud_133,"Hey, Send money through MoneyGram for urgent medical bills",financial_fraud,high,True,2025-04-01 20:23:22.055983,9,58,False,True,True,9.0
financial_fraud_134,Cash advance required for real estate investment,financial_fraud,high,True,2025-08-22 20:23:22.055983,7,48,False,True,False,8.0
financial_fraud_135,Crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-03-23 20:23:22.055983,7,48,False,True,False,8.0
financial_fraud_136,"government refund available, send personal details",financial_fraud,high,True,2025-09-22 20:23:22.055983,6,50,False,False,False,7.0
financial_fraud_137,"quick loan available, just send processing fee first",financial_fraud,high,True,2025-10-18 20:23:22.055983,8,52,False,False,False,7.0
financial_fraud_138,send bitcoin to this address for guaranteed returns,financial_fraud,high,True,2025-11-06 20:23:22.055983,8,51,False,True,False,8.0
financial_fraud_139,Send $5000 through MoneyGram for urgent medical bills,financial_fraud,high,True,2025-11-12 20:23:22.055983,8,53,False,True,True,9.0
financial_fraud_140,Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-12-17 20:23:22.055983,7,52,False,True,False,8.0
financial_fraud_141,paypal payment required to unlock your inheritance,financial_fraud,high,True,2025-04-24 20:23:22.055983,7,50,False,True,False,8.0
financial_fraud_142,can you transfer money to this account for investment opportunity,financial_fraud,high,True,2025-04-23 20:23:22.055983,10,65,False,True,False,8.0
financial_fraud_143,Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-09-04 20:23:22.055983,7,52,False,True,False,8.0
financial_fraud_144,"government refund available, send personal details",financial_fraud,high,True,2025-05-31 20:23:22.055983,6,50,False,False,False,7.0
financial_fraud_145,Western Union transfer required for lottery winnings Please respond ASAP,financial_fraud,high,True,2025-04-24 20:23:22.055983,10,72,False,True,True,9.0
financial_fraud_146,Investment scheme with 500% returns guaranteed,financial_fraud,high,True,2025-08-12 20:23:22.055983,6,46,False,False,False,7.0
financial_fraud_147,Need your bank details for international money transfer,financial_fraud,high,True,2025-11-30 20:23:22.055983,8,55,False,True,False,8.0
financial_fraud_148,crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-11-27 20:23:22.055983,7,48,False,True,False,8.0
financial_fraud_149,Send bitcoin to this address for guaranteed returns,financial_fraud,high,True,2025-10-12 20:23:22.056832,8,51,False,True,False,8.0
financial_fraud_150,"Hey, Nigerian prince needs help transferring millions",financial_fraud,high,True,2025-10-30 20:23:22.056832,7,53,False,True,False,8.0
financial_fraud_151,Need your bank details for international money transfer,financial_fraud,high,True,2025-02-11 20:23:22.056832,8,55,False,True,False,8.0
financial_fraud_152,Western Union transfer required for lottery winnings!!,financial_fraud,high,True,2025-08-20 20:23:22.056832,7,54,False,True,False,8.5
financial_fraud_153,SEND MONEY THROUGH MONEYGRAM FOR URGENT MEDICAL BILLS,financial_fraud,high,True,2025-02-14 20:23:22.056832,8,53,False,True,True,10.0
financial_fraud_154,Cash advance required for real estate investment Please respond ASAP,financial_fraud,high,True,2025-07-19 20:23:22.056832,10,68,False,True,True,9.0
financial_fraud_155,Investment scheme with 500% returns guaranteed Please respond ASAP,financial_fraud,high,True,2025-03-23 20:23:22.056832,9,66,False,False,True,8.0
financial_fraud_156,"Hey, Government refund available, send personal details",financial_fraud,high,True,2025-05-23 20:23:22.056832,7,55,False,False,False,7.0
financial_fraud_157,Need your bank details for international $5000 transfer,financial_fraud,high,True,2025-09-03 20:23:22.056832,8,55,False,True,False,8.0
financial_fraud_158,Investment scheme with 500% returns guaranteed,financial_fraud,high,True,2025-10-06 20:23:22.056832,6,46,False,False,False,7.0
financial_fraud_159,Investment scheme with 500% returns guaranteed!!,financial_fraud,high,True,2025-08-21 20:23:22.056832,6,48,False,False,False,7.5
financial_fraud_160,Investment scheme with 500% returns guaranteed Please respond ASAP,financial_fraud,high,True,2025-11-14 20:23:22.056832,9,66,False,False,True,8.0
financial_fraud_161,Crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-05-01 20:23:22.056832,7,48,False,True,False,8.0
financial_fraud_162,Nigerian prince needs help transferring millions,financial_fraud,high,True,2025-03-30 20:23:22.056832,6,48,False,True,False,8.0
financial_fraud_163,Crypto payment needed for exclusive trading tips,financial_fraud,high,True,2025-02-18 20:23:22.056832,7,48,False,True,False,8.0
financial_fraud_164,"Government refund available, send personal details",financial_fraud,high,True,2025-09-09 20:23:22.056832,6,50,False,False,False,7.0
financial_fraud_165,"Quick loan available, just send processing fee first",financial_fraud,high,True,2025-02-20 20:23:22.056832,8,52,False,False,False,7.0
financial_fraud_166,"Hey, Investment scheme with 500% returns guaranteed",financial_fraud,high,True,2025-03-24 20:23:22.056832,7,51,False,False,False,7.0
financial_fraud_167,"Hey, Can you transfer money to this account for investment opportunity",financial_fraud,high,True,2026-01-28 20:23:22.056832,11,70,False,True,False,8.0
financial_fraud_168,CAN YOU TRANSFER MONEY TO THIS ACCOUNT FOR INVESTMENT OPPORTUNITY,financial_fraud,high,True,2025-06-03 20:23:22.056832,10,65,False,True,False,9.0
financial_fraud_169,"Hey, Crypto payment needed for exclusive trading tips",financial_fraud,high,True,2025-10-07 20:23:22.056832,8,53,False,True,False,8.0
financial_fraud_170,WESTERN UNION TRANSFER REQUIRED FOR LOTTERY WINNINGS,financial_fraud,high,True,2025-10-30 20:23:22.056832,7,52,False,True,False,9.0
financial_fraud_171,PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-04-10 20:23:22.056832,7,50,False,True,False,8.0
financial_fraud_172,Crypto payment needed for exclusive trading tips!!,financial_fraud,high,True,2025-03-14 20:23:22.056832,7,50,False,True,False,8.5
financial_fraud_173,NIGERIAN PRINCE NEEDS HELP TRANSFERRING MILLIONS,financial_fraud,high,True,2025-08-08 20:23:22.056832,6,48,False,True,False,9.0
financial_fraud_174,URGENT: Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-08-08 20:23:22.056832,8,60,False,True,True,9.0
financial_fraud_175,"Government refund available, send personal details",financial_fraud,high,True,2025-07-23 20:23:22.056832,6,50,False,False,False,7.0
financial_fraud_176,NIGERIAN PRINCE NEEDS HELP TRANSFERRING MILLIONS,financial_fraud,high,True,2025-06-08 20:23:22.056832,6,48,False,True,False,9.0
financial_fraud_177,PayPal payment required to unlock ur inheritance,financial_fraud,high,True,2025-12-12 20:23:22.056832,7,48,False,True,False,8.0
financial_fraud_178,send bitcoin to this address for guaranteed returns,financial_fraud,high,True,2025-12-10 20:23:22.056832,8,51,False,True,False,8.0
financial_fraud_179,Western Union transfer required for lottery winnings,financial_fraud,high,True,2025-05-09 20:23:22.056832,7,52,False,True,False,8.0
financial_fraud_180,Investment scheme with 500% returns guaranteed,financial_fraud,high,True,2025-11-24 20:23:22.056832,6,46,False,False,False,7.0
financial_fraud_181,Need your bank details for international $500 transfer,financial_fraud,high,True,2025-12-02 20:23:22.056832,8,54,False,True,False,8.0
financial_fraud_182,I need you to send $500 to help with my emergency!!,financial_fraud,high,True,2025-07-14 20:23:22.056832,11,51,False,True,True,9.5
financial_fraud_183,URGENT: Cash advance required for real estate investment,financial_fraud,high,True,2025-07-27 20:23:22.056832,8,56,False,True,True,9.0
financial_fraud_184,"Foreign lottery winner, pay taxes to claim prize",financial_fraud,high,True,2025-04-10 20:23:22.056832,8,48,False,False,False,7.0
financial_fraud_185,Need your bank details for international $5000 transfer,financial_fraud,high,True,2025-11-17 20:23:22.056832,8,55,False,True,False,8.0
financial_fraud_186,Need your bank details for international money transfer Please respond ASAP,financial_fraud,high,True,2025-04-19 20:23:22.056832,11,75,False,True,True,9.0
financial_fraud_187,"Government refund available, send personal details Please respond ASAP",financial_fraud,high,True,2025-07-15 20:23:22.056832,9,70,False,False,True,8.0
financial_fraud_188,Need your bank details for international £300 transfer,financial_fraud,high,True,2025-09-21 20:23:22.056832,8,54,False,True,False,8.0
financial_fraud_189,Wire transfer needed for business partnership,financial_fraud,high,True,2025-08-28 20:23:22.056832,6,45,False,True,False,8.0
financial_fraud_190,"Government refund available, send personal details",financial_fraud,high,True,2025-05-20 20:23:22.056832,6,50,False,False,False,7.0
financial_fraud_191,"Quick loan available, just send processing fee first",financial_fraud,high,True,2025-06-21 20:23:22.056832,8,52,False,False,False,7.0
financial_fraud_192,Cash advance required for real estate investment,financial_fraud,high,True,2026-01-25 20:23:22.056832,7,48,False,True,False,8.0
financial_fraud_193,CASH ADVANCE REQUIRED FOR REAL ESTATE INVESTMENT,financial_fraud,high,True,2025-10-30 20:23:22.056832,7,48,False,True,False,9.0
financial_fraud_194,"Hey, Send bitcoin to this address for guaranteed returns",financial_fraud,high,True,2025-10-01 20:23:22.056832,9,56,False,True,False,8.0
financial_fraud_195,PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-04-08 20:23:22.056832,7,50,False,True,False,8.0
financial_fraud_196,I need you to send $500 to help with my emergency!!,financial_fraud,high,True,2025-04-25 20:23:22.056832,11,51,False,True,True,9.5
financial_fraud_197,"Hey, Cash advance required for real estate investment",financial_fraud,high,True,2025-12-09 20:23:22.056832,8,53,False,True,False,8.0
financial_fraud_198,PayPal payment required to unlock your inheritance,financial_fraud,high,True,2025-08-10 20:23:22.056832,7,50,False,True,False,8.0
